Well Name,Well Number,API 14,Chosen ID,Abstract,API 10,API 12,Basin,Block,Choke Size,Completion End Date,Completion Start Date,Country,County/Parish,Current Operator,Current Operator Alias,Drill Start Date,Elevation,Elevation Type,Field,Additive Vol (1st Job),Total Fluid/Perf LL (1st Job),Total Fluid (1st Job),Frac Vendor (1st Job),First Prod Date,Total Prop (1st Job),Total Prop/Fluid (1st Job),Total Prop/Perf LL (1st Job),First Test Flow TBG Press,First Test Gas Vol,First Test Gor,First Test Oil Vol,First Test Water Vol,Treatment Type (1st Job),Ground Elevation,Has Daily Data,Has Monthly Data,Heel Latitude,Heel Longitude,Hz Well Spacing Any Zone,Hz Well Spacing Same Zone,Landing Zone,Last Prod Date Monthly,Lateral Length,Lease Name,Lease Number,Lower Perforation,Measured Depth,Oil API Gravity,Parent Child Any Zone,Parent Child Same Zone,Perf Lateral Length,Permit Date,Play,Previous Operator,Previous Operator Alias,Prop Type,Range,Section,Spud Date,State,Status,Surface Latitude,Surface Longitude,Survey,Target Formation,Toe Latitude,Toe Longitude,Additive Vol (All Jobs),Total Fluid/Perf LL (All Jobs),Total Fluid (All Jobs),Total Prop (All Jobs),Total Prop/Fluid (All Jobs),Total Prop/Perf LL (All Jobs),Township,True Vertical Depth,Vt Well Spacing Any Zone,Well Type,Cum BOE,Cum Oil,Cum Gas,Cum GOR,Cum Water,Cum BOE/Perf LL,Cum Gas/Perf LL,Cum Oil/Perf LL,Cum Water/Perf LL,First 12 BOE,First 12 BOE/Perf LL,First 12 Gas,First 12 Gas/Perf LL,First 12 GOR,First 12 Oil,First 12 Oil/Perf LL,First 12 Water,First 12 Water/Perf LL,First 6 BOE,First 6 BOE/Perf LL,First 6 Gas,First 6 Gas/Perf LL,First 6 GOR,First 6 Oil,First 6 Oil/Perf LL,First 6 Water,First 6 Water/Perf LL,Last 12 BOE,Last 12 BOE/Perf LL,Last 12 Gas,Last 12 Gas/Perf LL,Last 12 GOR,Last 12 Oil,Last 12 Oil/Perf LL,Last 12 Water,Last 12 Water/Perf LL,Last Month BOE,Last Month BOE/Perf LL,Last Month Gas,Last Month Gas/Perf LL,Last Month GOR,Last Month Oil,Last Month Oil/Perf LL,Last Month Water,Last Month Water/Perf LL,Months Produced,Created At,Updated At
PORT HUDSON 2HA,2HA,42173386590000,2d283cf1-183c-4e5d-bcd9-3295b2cf53e3,1173,4217338659,421733865900,Permian Basin,36 T4S,,01/25/2023 06:00:00,01/15/2023 06:00:00,USA,GLASSCOCK,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,06/08/2022 00:00:00,2696,Ground,SPRABERRY,,,,COOPER NATURAL RESOURCES,02/01/2023 00:00:00,,,,,1132,,800,3021,,2696,false,true,,,,,,09/01/2023 00:00:00,13386,PORT HUDSON,58919,21906,22045,,,,0,03/01/2022 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,36 T4S,18,06/08/2022 00:00:00,TX,Active Producer,31.7770700,-101.7615000,"T&P RR CO / HUTCHISON, W A",SPRABERRY,31.7770700,-101.7615000,,,,,,,"T&P RR CO / HUTCHISON, W A",8659,,BLACK OIL,217458.49951171875,169627,286989,1.6919,640552,16.24521884892565,21.439489018377408,12.67197071567309,47.85238308680711,,,,,,,,,,191234,14.286119826684596,241798,18.06349917824593,1.602,150934,11.275511728671747,569963,42.57903780068729,,,,,,,,,,18248,1.3632152995667115,34860,2.604213357238906,2.8027,12438,0.9291797400268937,46969,3.5088151800388467,8,03/04/2022 19:08:16,11/25/2023 17:53:30
VICKSBURG E 8HA,8HA,42173386620000,2df03a7b-1b8d-429b-96b4-dd7119ba660c,1173,4217338662,421733866200,Permian Basin,36 T4S,,12/10/2022 07:52:00,12/04/2022 13:47:00,USA,GLASSCOCK,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,06/03/2022 00:00:00,2701,Ground,SPRABERRY,0,1661.0529,12590781,COOPER NATURAL RESOURCES,02/01/2023 00:00:00,15905153,0.13134153,2098.3052,,1552,,822,1166,,2701,false,true,,,,,,09/01/2023 00:00:00,7580,VICKSBURG E,59121,15994,16247,,,,0,07/14/2023 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,36 T4S,18,06/03/2022 00:00:00,TX,Active Producer,31.7775400,-101.7595000,"T&P RR CO / HUTCHISON, W A",SPRABERRY,31.7775400,-101.7595000,0,1661.05290237467,12590781,15905153,0.13134152570662136,2098.3051451187334,"T&P RR CO / HUTCHISON, W A",8667,,BLACK OIL,147277.3330078125,108935,230054,2.1118,154525,19.429727309737796,30.35013192612137,14.371372031662268,20.38588390501319,,,,,,,,,,124269,16.394327176781,198398,26.17387862796834,2.1753,91203,12.032058047493404,129372,17.067546174142482,,,,,,,,,,3684,0.48601583113456465,9960,1.3139841688654355,4.9209,2024,0.2670184696569921,2871,0.3787598944591029,8,03/04/2022 19:08:19,11/25/2023 17:46:04
PORT HUDSON 4JM,4JM,42173386580000,11037468-4742-47ce-b305-3b3a7f05c7b4,1173,4217338658,421733865800,Permian Basin,36 T4S,,01/14/2023 21:19:00,12/30/2022 16:04:00,USA,GLASSCOCK,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,06/12/2022 00:00:00,2696,Ground,SPRABERRY,0,1733.1338,23021216,ACE COMPLETIONS,02/01/2023 00:00:00,26342542,0.12047667,1983.1771,,349,,429,4259,,2696,false,true,,,,,,09/01/2023 00:00:00,13283,PORT HUDSON,58919,20978,21122,,,,0,03/01/2022 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,36 T4S,18,06/12/2022 00:00:00,TX,Active Producer,31.7771400,-101.7612000,"T&P RR CO / HUTCHISON, W A",SPRABERRY,31.7771400,-101.7612000,0,1733.1337800195738,23021216,26342542,0.12047667021079644,1983.1771437175337,"T&P RR CO / HUTCHISON, W A",7839,,BLACK OIL,115562.6669921875,95996,117400,1.223,953025,8.700042685552022,8.838364827222765,7.226981856508319,71.74772265301513,,,,,,,,,,95475,7.187758789430099,87209,6.5654596100278555,1.0775,80940,6.093502973725815,803553,60.49484303244749,,,,,,,,,,10374.6669921875,0.7810484824352556,22228,1.6734171497402694,3.3325,6670,0.5021455996386358,66218,4.985169013024167,8,03/04/2022 19:08:15,11/25/2023 17:53:30
JOHN HICKS SWD 1,1,42329454700000,ac68baa9-d016-4b0f-8717-09d9f230efce,1101,4232945470,423294547000,Permian Basin,,,,05/31/2023 00:00:00,USA,MIDLAND,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,05/12/2023 00:00:00,2673,Ground,SPRABERRY,,,,,,,,,,,,,,,2673,false,true,,,,,,,2010,JOHN HICKS SWD,59767,5960,8000,,,,0,03/01/2022 00:00:00,,"TALL DUNE RESOURCES, LLC",TALL DUNE RESOURCES LLC,,,21,05/12/2023 00:00:00,TX,Completed - Not Active,31.9593300,-101.8818000,"WEBB, L A",,31.9593300,-101.8818000,,,,,,,"WEBB, L A",5990,,Injection Well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/04/2022 19:08:49,10/27/2023 13:01:13
BUCHS DOUGH SWD 2,2,42329454710000,68550b8f-d6db-4817-812b-446ab6560c35,529,4232945471,423294547100,Permian Basin,,,,05/20/2023 00:00:00,USA,MIDLAND,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,05/03/2023 00:00:00,2679,Ground,AZALEA,,,,,,,,,,,,,,,2679,false,true,,,,,,,,BUCHS DOUGH SWD,59766,5890,5980,,,,0,03/02/2022 00:00:00,,"TALL DUNE RESOURCES, LLC",TALL DUNE RESOURCES LLC,,,1,05/03/2023 00:00:00,TX,Completed - Not Active,31.9759500,-101.9065000,"REED, B F",,31.9759500,-101.9065000,,,,,,,"REED, B F",5980,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/04/2022 19:09:08,10/27/2023 13:01:13
PRINCETON 201TK,201TK,42173386290000,d23dfc2f-51f1-4b9b-ab60-45f7517f2ae3,1079,4217338629,421733862900,Permian Basin,36 T3S,,,,USA,GLASSCOCK,"CrownQuest Operating, LLC",CROWNQUEST OPERATING,,2583,Ground,SPRABERRY,,,,,,,,,,,,,,,2583,false,true,,,,,,,10823.121,PRINCETON,,,21277,,,,,02/24/2022 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,36 T3S,28,,TX,Permit - New Drill,31.8770800,-101.7568000,T&P RR CO,,31.9058400,-101.7655000,,,,,,,T&P RR CO,,,OIL WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/04/2022 19:13:24,12/04/2023 13:19:35
PRINCETON F 6HD,6HD,42173386340000,d6198579-10a2-46a3-9e64-93fa065bddf1,1079,4217338634,421733863400,Permian Basin,36 T3S,,,,USA,GLASSCOCK,"CrownQuest Operating, LLC",CROWNQUEST OPERATING,07/21/2023 00:00:00,788,Ground,SPRABERRY,,,,,,,,,,,,,,,788,false,true,,,,,,,10822.517,PRINCETON F,,,20340,,,,,02/24/2022 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,36 T3S,28,07/21/2023 00:00:00,TX,DUC - Drilled Uncompleted,31.8775200,-101.7549000,T&P RR CO,,31.9060200,-101.7647000,,,,,,,T&P RR CO,,,OIL WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/04/2022 19:13:59,12/10/2023 11:38:18
PRINCETON F 8HB,8HB,42173386360000,b41e8808-194a-4f55-8767-0cbba232cfb4,1079,4217338636,421733863600,Permian Basin,36 T3S,,,,USA,GLASSCOCK,"CrownQuest Operating, LLC",CROWNQUEST OPERATING,,2589,Ground,SPRABERRY,,,,,,,,,,,,,,,2589,false,true,,,,,,,10822.929,PRINCETON F,,,19141,,,,,02/24/2022 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,36 T3S,28,,TX,Permit - New Drill,31.8775900,-101.7546000,"T&P RR CO/WRAGE, H C",,31.9062600,-101.7637000,,,,,,,"T&P RR CO/WRAGE, H C",,,OIL WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/04/2022 19:14:12,09/28/2023 12:15:01
PRINCETON F 9LL,9LL,42173386370000,73861a2f-5142-41f2-8b85-6077ff79b41d,1079,4217338637,421733863700,Permian Basin,36 T3S,,,,USA,GLASSCOCK,"CrownQuest Operating, LLC",CROWNQUEST OPERATING,,,Ground,SPRABERRY,,,,,,,,,,,,,,,,false,true,,,,,,,10822.697,PRINCETON F,,,18650,,,,,02/24/2022 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,36 T3S,28,,TX,Permit - New Drill,31.8776100,-101.7545000,"T&P RR CO/WRAGE, H C",,31.9062700,-101.7636000,,,,,,,"T&P RR CO/WRAGE, H C",,,OIL WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/04/2022 19:14:14,10/06/2023 12:48:02
PRINCETON G 10BB,10BB,42173386380000,3d73427b-1c05-4ddb-b156-5e48a2bd0e29,1079,4217338638,421733863800,Permian Basin,36 T3S,,,,USA,GLASSCOCK,"CrownQuest Operating, LLC",CROWNQUEST OPERATING,,,Ground,SPRABERRY,,,,,,,,,,,,,,,,false,true,,,,,,,10829.408,PRINCETON G,,,9200,,,,,02/24/2022 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,36 T3S,28,,TX,Permit - New Drill,31.8776321,-101.7544556,"T&P RR CO/WRAGE, H C",,31.9065037,-101.7626877,,,,,,,"T&P RR CO/WRAGE, H C",,,OIL WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/04/2022 19:14:16,06/19/2023 17:00:18
PRINCETON F 7HA,7HA,42173386350000,db50118d-4911-4d2e-b115-0e4970a6561b,1079,4217338635,421733863500,Permian Basin,36 T3S,,,,USA,GLASSCOCK,"CrownQuest Operating, LLC",CROWNQUEST OPERATING,,788,Ground,SPRABERRY,,,,,,,,,,,,,,,788,false,true,,,,,,,10823.174,PRINCETON F,,,18865,,,,,02/24/2022 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,36 T3S,28,,TX,Permit - New Drill,31.8775400,-101.7548000,"T&P RR CO/WRAGE, H C",,31.9060200,-101.7647000,,,,,,,"T&P RR CO/WRAGE, H C",,,OIL WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/04/2022 19:14:01,09/18/2023 12:25:52
PRINCETON G 11HD,11HD,42173386390000,d9b4c802-0b41-4ae5-803f-03021a80738b,1079,4217338639,421733863900,Permian Basin,36 T3S,,,,USA,GLASSCOCK,"CrownQuest Operating, LLC",CROWNQUEST OPERATING,,2590,Ground,SPRABERRY,,,,,,,,,,,,,,,2590,false,true,,,,,,,10828.006,PRINCETON G,,,20500,,,,,02/24/2022 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,36 T3S,28,,TX,Permit - New Drill,31.8776600,-101.7544000,"T&P RR CO/WRAGE, H C",,31.9065000,-101.7627000,,,,,,,"T&P RR CO/WRAGE, H C",,,OIL WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/04/2022 19:14:18,10/17/2023 12:25:25
PRINCETON G 12HA,12HA,42173386400000,26630676-36cf-4a39-98c3-6ae4fdaca559,1079,4217338640,421733864000,Permian Basin,36 T3S,,,,USA,GLASSCOCK,"CrownQuest Operating, LLC",CROWNQUEST OPERATING,,2596,Ground,SPRABERRY,,,,,,,,,,,,,,,2596,false,true,,,,,,,10823.832,PRINCETON G,,,19080,,,,,02/24/2022 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,36 T3S,28,,TX,Permit - New Drill,31.8780400,-101.7527000,"T&P RR CO/WRAGE, H C",,31.9065200,-101.7626000,,,,,,,"T&P RR CO/WRAGE, H C",,,OIL WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/04/2022 19:14:20,10/19/2023 15:50:00
PRINCETON H 16HD,16HD,42173386440000,7618e428-b0b6-4c49-8b4a-1577601018ed,1079,4217338644,421733864400,Permian Basin,36,,,,USA,GLASSCOCK,"CrownQuest Operating, LLC",CROWNQUEST OPERATING,,2598,Ground,SPRABERRY,,,,,,,,,,,,,,,2598,false,true,,,,,,,10827.503,PRINCETON H,,,20744,,,,,02/24/2022 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,36,28,,TX,Permit - New Drill,31.8781700,-101.7522000,T&P RR CO.,,31.9069900,-101.7606000,,,,,,,T&P RR CO.,,,OIL WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/04/2022 19:15:06,09/11/2023 12:33:34
PRINCETON H 15HA,15HA,42173386430000,bfb0b577-9c61-4a26-bec1-386a5026b6fa,1079,4217338643,421733864300,Permian Basin,36 T3S,,,,USA,GLASSCOCK,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,,Ground,SPRABERRY,,,,,,,,,,,,,,,,false,true,,,,,,,10828.792,PRINCETON H,,,19128,,,,,06/16/2023 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,36 T3S,28,,TX,Permit - New Drill,31.8781500,-101.7523000,"T&P RR CO/WRAGE, H C",,31.9069900,-101.7606000,,,,,,,"T&P RR CO/WRAGE, H C",,,OIL WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/04/2022 19:15:04,08/24/2023 12:18:14
PRINCETON H 13HB,13HB,42173386410000,ef3878bc-3c72-424b-8855-d2ec8382685e,1079,4217338641,421733864100,Permian Basin,36 T3S,,,,USA,GLASSCOCK,"CrownQuest Operating, LLC",CROWNQUEST OPERATING,07/21/2023 00:00:00,2597,Ground,SPRABERRY,,,,,,,,,,,,,,,2597,false,true,,,,,,,10823.596,PRINCETON H,,,19425,,,,,02/24/2022 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,36 T3S,28,07/21/2023 00:00:00,TX,DUC - Drilled Uncompleted,31.8780800,-101.7526000,T&P RR CO,,31.9067500,-101.7616000,,,,,,,T&P RR CO,,,OIL WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/04/2022 19:15:01,11/10/2023 20:04:57
PRINCETON H 14LL,14LL,42173386420000,95d49ee3-974b-4898-8c74-6b2a1fe4b861,1079,4217338642,421733864200,Permian Basin,36 T3S,,,,USA,GLASSCOCK,"CrownQuest Operating, LLC",CROWNQUEST OPERATING,,,Ground,SPRABERRY,,,,,,,,,,,,,,,,false,true,,,,,,,10823.364,PRINCETON H,,,18423,,,,,02/24/2022 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,36 T3S,28,,TX,Permit - New Drill,31.8781000,-101.7525000,"T&P RR CO/WRAGE, H C",,31.9067700,-101.7616000,,,,,,,"T&P RR CO/WRAGE, H C",,,OIL WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/04/2022 19:15:03,09/26/2023 12:13:30
WR BUR OAK UNIT 14MS,14MS,42227415990000,3daedb81-f762-4d91-a853-890c8f7d6a35,1338,4222741599,422274159900,Permian Basin,34 T1N,,01/06/2023 22:13:00,12/29/2022 05:20:00,USA,HOWARD,"CrownQuest Operating, LLC",CROWNQUEST OPERATING,,763,Ground,SPRABERRY,0,1816.7064,19286156,COOPER NATURAL RESOURCES,,19018902,0.13207576,1791.5319,,,,,,,763,false,true,,,,,,,10616,WR BUR OAK UNIT,,,17614,,,,,02/24/2022 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,34 T1N,6,,TX,Completed - Not Active,32.2867622,-101.6796341,"T&P RR CO / ROBERTSON, W C",,32.3159866,-101.6892242,0,1816.7064807837228,19286156,19018902,0.13207575235858413,1791.5318387339864,"T&P RR CO / ROBERTSON, W C",6998,,OIL WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/04/2022 19:55:23,07/07/2023 08:06:24
WR CHINKAPIN OAK UNIT 15JM,15JM,42227416000000,3f64748a-a375-44c8-be13-b775b409f973,1338,4222741600,422274160000,Permian Basin,34 T1N,,01/06/2023 20:07:00,12/29/2022 06:41:00,USA,HOWARD,"CrownQuest Operating, LLC",CROWNQUEST OPERATING,,763,Ground,SPRABERRY,0,1828.1774,19217800,COOPER NATURAL RESOURCES,,18523242,0.12879412,1762.1045,,,,,,,763,false,true,,,,,,,10512,WR CHINKAPIN OAK UNIT,,,17889,,,,,02/24/2022 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,34 T1N,6,,TX,Completed - Not Active,32.2867400,-101.6797000,"T&P RR CO / ROBERTSON, W C",,32.3156900,-101.6905000,0,1828.1773211567731,19217800,18523242,0.12879411677996525,1762.1044520547946,"T&P RR CO / ROBERTSON, W C",7377,,OIL WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/04/2022 19:55:52,11/08/2023 05:00:26
CORNWALLIS 1D,1D,42173387010000,98c7035e-764a-4d89-b1cc-add56a49be08,1080,4217338701,421733870100,Permian Basin,36 T3S,,,,USA,GLASSCOCK,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,,Ground,SPRABERRY,,,,,,,,,,,,,,,,false,true,,,,,,,,CORNWALLIS,,,0,,,,,03/04/2022 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,36 T3S,32,,TX,Permit - New Drill,31.8601093,-101.7573013,"T&P RR CO/WRAGE, H C",,31.8601093,-101.7573013,,,,,,,"T&P RR CO/WRAGE, H C",,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/15/2022 04:12:49,03/15/2022 04:12:50
GEORGE III 1D,1D,42173387000000,8cb83437-6ce2-4e3a-bbe3-9039c3476368,413,4217338700,421733870000,Permian Basin,36,,,08/17/2022 00:00:00,USA,GLASSCOCK,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,06/19/2022 00:00:00,2639,Ground,SPRABERRY,,,,,,,,,,,,,,,2639,false,true,,,,,,,,GEORGE III,58137,4450,4570,,,,0,03/04/2022 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,36,45,06/19/2022 00:00:00,TX,Completed - Not Active,31.8368645,-101.7302933,T&P RR CO,,31.8368645,-101.7302933,,,,,,,T&P RR CO,4570,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/15/2022 04:12:45,12/29/2022 13:29:22
SCARLET HEDGEHOG 1D,1D,42227416380000,53fb01f4-ec65-4955-8ad6-8ce61f4e3af1,392,4222741638,422274163800,Permian Basin,34,,,,USA,HOWARD,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,,Ground,MOORE,,,,,,,,,,,,,,,,false,true,,,,,,,,SCARLET HEDGEHOG,,,4200,,,,,03/14/2022 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,34,23,,TX,Permit - New Drill,32.2357712,-101.5936050,T&P RR CO.,,32.2357712,-101.5936050,,,,,,,T&P RR CO.,,,Injection Well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/15/2022 17:48:19,03/17/2022 17:19:51
FISHHOOK 1D,1D,42227416400000,84682461-4118-4344-94df-2b2a12773b20,1349,4222741640,422274164000,Permian Basin,34 T1N,,,,USA,HOWARD,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,,Ground,MOORE,,,,,,,,,,,,,,,,false,true,,,,,,,,FISHHOOK,,,4200,,,,,03/14/2022 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,34 T1N,34,,TX,Permit - New Drill,32.2213135,-101.5878067,"T&P RR CO/ RUSSELL, W C",,32.2213135,-101.5878067,,,,,,,"T&P RR CO/ RUSSELL, W C",,,Injection Well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/15/2022 17:48:31,03/17/2022 17:20:12
PRICKLY PEAR 1D,1D,42227416410000,2ee256a4-9c0a-4180-8adc-67037213928e,391,4222741641,422274164100,Permian Basin,34 T1N,,,,USA,HOWARD,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,,Ground,MOORE,,,,,,,,,,,,,,,,false,true,,,,,,,,PRICKLY PEAR,,,4300,,,,,03/14/2022 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,34 T1N,21,,TX,Permit - New Drill,32.2548065,-101.6155472,T&P RR CO,,32.2548065,-101.6155472,,,,,,,T&P RR CO,,,Injection Well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/15/2022 17:49:34,03/17/2022 17:21:50
HORSE CRIPPLER 1D,1D,42227416530000,8ff993ec-8d9d-40c0-9213-2c51e8f0c1e4,392,4222741653,422274165300,Permian Basin,34 T1N,,,,USA,HOWARD,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,,Ground,MOORE,,,,,,,,,,,,,,,,false,true,,,,,,,,HORSE CRIPPLER,,,0,,,,,03/15/2022 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,34 T1N,23,,TX,Permit - New Drill,32.2356758,-101.6029968,T&P RR CO,,32.2356758,-101.6029968,,,,,,,T&P RR CO,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/17/2022 17:20:00,03/17/2022 17:20:03
RATTAIL 1D,1D,42227416540000,bbc7200b-c32f-4799-ac70-19e9d605e2d7,1349,4222741654,422274165400,Permian Basin,34,,,,USA,HOWARD,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,,Ground,MOORE,,,,,,,,,,,,,,,,false,true,,,,,,,,RATTAIL,,,0,,,,,03/15/2022 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,34,34,,TX,Permit - New Drill,32.2248611,-101.5935287,T&P RR CO.,,32.2248611,-101.5935287,,,,,,,T&P RR CO.,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/17/2022 17:20:19,03/17/2022 17:20:23
TEX OAK E 101HD,101HD,42227416690000,741a15e3-392e-4a31-8e45-efcf2faa5f54,1338,4222741669,422274166900,Permian Basin,34 T1N,,12/11/2022 06:00:00,12/01/2022 06:00:00,USA,HOWARD,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,04/20/2022 00:00:00,2504,Ground,SPRABERRY,0,1808.9231,20044446,ACE COMPLETIONS,01/01/2023 00:00:00,20190460,0.13596912,1822.1002,,2892,,1248,2850,,2504,false,true,,,,,,09/01/2023 00:00:00,11080.872,TEX OAK E,59317,20137,20481,39,,,0,04/06/2022 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,34 T1N,6,04/20/2022 00:00:00,TX,Active Producer,32.2870500,-101.6784000,"T&P RR CO / ROBERTSON, W C",SPRABERRY,32.3168600,-101.6854000,0,1808.9231490815966,20044446,20190460,0.13596911024595693,1822.1002707985053,"T&P RR CO / ROBERTSON, W C",9420,,VOLATILE OIL,200572.330078125,134330,397454,2.9588,306764,18.100771203332602,35.868476549318295,12.122692072214463,27.684102663893377,,,,,,,,,,137936,12.448117722571087,289262,26.104624091363803,3.2238,89726,8.097377122545335,204904,18.491685374562884,,,,,,,,,,15927.5,1.4373868680130713,26697,2.409286907257571,2.3259,11478,1.0358390501368093,26212,2.3655177890038375,9,03/18/2022 16:56:24,12/07/2023 08:55:02
TEX OAK F 102HD,102HD,42227416720000,4ac9c086-1006-4f12-a414-abcfb511f101,1338,4222741672,422274167200,Permian Basin,34 T1N,,12/12/2022 09:44:00,12/01/2022 20:39:00,USA,HOWARD,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,04/22/2022 00:00:00,2502,Ground,SPRABERRY,0,1709.3262,18897300,ACE COMPLETIONS,01/01/2023 00:00:00,15907635,0.11173706,1438.9006,,1972,,1181,2584,,2502,false,true,,,,,,09/01/2023 00:00:00,11055.409,TEX OAK F,59318,19988,20196,39,,,0,04/05/2022 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,34 T1N,6,04/22/2022 00:00:00,TX,Active Producer,32.2869700,-101.6788000,"T&P RR CO/ROBERTSON, W C",SPRABERRY,32.3161500,-101.6885000,0,1709.3261491144704,18897300,15907635,0.11173705888276336,1438.9006088736787,"T&P RR CO/ROBERTSON, W C",9506,,VOLATILE OIL,150783.6689453125,94277,339040,3.5962,206275,13.638904403678946,30.667340709824686,8.527680745930102,18.658287237255447,,,,,,,,,,115813,10.475686437078004,255204,23.08408452840402,3.4826,73279,6.628339015677334,160333,14.502674427879665,,,,,,,,,,10685.833984375,0.9665706452555791,29723,2.6885481592676945,5.1855,5732,0.5184792264886594,12541,1.1343768282264965,9,03/22/2022 19:21:13,12/15/2023 18:41:32
